OU342972.1:6584468-6584847	OU342972.1:6584468-6584847
CAXLOH010000008.1:3179920-3180277	OZ076693.1:32485597-32485931
CAXMYC010000011.1:37066-37229	CAXMYC010000011.1:37066-37229
CAXMYC010000011.1:37066-37229	CAXMYC010001543.1:18666-18829
CAXVHE010000017.1:22319172-22319543	CAXVHE010000017.1:22319172-22319543
CAXVHK010000010.1:18589233-18589451	CAXVHK010000010.1:18589233-18589451
CAXVHK010000010.1:18589233-18589451	OZ177529.1:18486109-18486327
CAXVHK010000010.1:22142604-22143029	CAXVHK010000010.1:22142604-22143029
CAXVHK010000010.1:22142604-22143029	OZ177529.1:22032512-22032937
CAXVHK010000049.1:25414246-25414919	CAXVHK010000049.1:25414246-25414919
CAXVHK010000049.1:25414246-25414919	OZ177525.1:25306882-25307550
CAXVHK010000065.1:3925762-3926802	CAXVHK010000065.1:3925762-3926802
CAXVHK010000065.1:3925762-3926802	OZ177523.1:3929667-3930707
CAXVHK010000065.1:4640366-4640700	CAXVHK010000065.1:4640366-4640700
CAXVHK010000065.1:4640366-4640700	OZ177523.1:4645792-4646126
CAXVPC010000017.1:4710995-4711280	CAXVPC010000017.1:4710995-4711280
CAXVPC010000017.1:4710995-4711280	HG992177.1:10521934-10522211
CAXVPC010000017.1:4710995-4711280	HG992200.1:6004587-6004863
CAXVPC010000017.1:4710995-4711280	CAXVPC010000008.1:4103797-4104071
CAXVPC010000017.1:4710995-4711280	CAXVPN010000016.1:340974-341247
CAXVPC010000017.1:4710995-4711280	CAXVZF010000002.1:12604585-12604858
CAXVPC010000017.1:4710995-4711280	OZ182986.1:12268711-12268984
CAXVPC010000017.1:4710995-4711280	OZ179764.1:7831364-7831637
CAXVPC010000017.1:4710995-4711280	OZ179768.1:13807643-13807879
CAXVPC010000017.1:4710995-4711280	OZ179774.1:9670215-9670488
CAXVPC010000017.1:4710995-4711280	OZ179780.1:5544900-5545174
CAXVPC010000017.1:4710995-4711280	OZ179756.1:6097533-6097813
CAXVPC010000017.1:4710995-4711280	OZ182965.1:10888707-10888894
CAXVPC010000017.1:4710995-4711280	CAXVZF010000026.1:11019648-11019835
CAXVPC010000017.1:4710995-4711280	OZ182970.1:18262920-18263191
CAXVPC010000017.1:4710995-4711280	OZ179759.1:6491361-6491633
CAXVPC010000026.1:14684242-14685045	CAXVPC010000026.1:14684242-14685045
CAXVPR010000003.1:28781124-28781366	CAXVPR010000003.1:28781124-28781366
CAXVQE010000001.1:1580208-1580385	CAXVQE010000001.1:1580208-1580385
CAXVQE010000021.1:3051285-3051454	CAXVQE010000021.1:3051285-3051454
CAXVQE010000021.1:3051285-3051454	OZ179984.1:3108807-3108976
CAXVQF010000001.1:1558564-1558749	CAXVQF010000001.1:1558564-1558749
CAXVQF010000001.1:1558564-1558749	OZ179868.1:14607988-14608168
CAXVXB010000004.1:13290125-13290295	CAXVXB010000004.1:13290125-13290295
CAXVXB010000004.1:13290125-13290295	OZ181985.1:10325146-10325305
CAXVXB010000008.1:9405448-9405649	CAXVXB010000008.1:9405448-9405649
CAXVXB010000008.1:9405448-9405649	OZ181990.1:9439233-9439434
CAXVXB010000011.1:18286825-18287251	CAXVXB010000011.1:18286825-18287251
CAXVXB010000011.1:18286825-18287251	OZ181993.1:18288672-18289098
CAXVXJ010000018.1:21456677-21457049	CAXVXJ010000018.1:21456677-21457049
CAXVXJ010000018.1:21456677-21457049	OZ182085.1:21621542-21621914
CAXVXJ010000018.1:21456677-21457049	OW971954.1:4928243-4928534
CAXVYZ010000001.1:43512544-43513239	CAXVYZ010000001.1:43512544-43513239
CAXVYZ010000001.1:43512544-43513239	OZ182998.1:43506245-43506668
CAXVYZ010000001.1:43512544-43513239	OZ177520.1:28281761-28282031
CAXVYZ010000001.1:43512544-43513239	OZ183005.1:26467255-26467949
CAXVYZ010000001.1:43512544-43513239	CAXVYZ010000083.1:26303648-26304342
CAXVYZ010000001.1:43512544-43513239	OZ182997.1:26728473-26728635
CAXVYZ010000038.1:53930895-53931495	CAXVYZ010000038.1:53930895-53931495
CAXVYZ010000050.1:3917622-3918009	CAXVYZ010000050.1:3917622-3918009
CAXVYZ010000050.1:3917622-3918009	OZ183011.1:4003076-4003463
CAXVYZ010000069.1:3252894-3253277	CAXVYZ010000069.1:3252894-3253277
CAXVYZ010000069.1:3252894-3253277	CAXVYZ010000081.1:111964-112347
CAXVYZ010000092.1:5308409-5308864	CAXVYZ010000092.1:5308409-5308864
CAXVYZ010000092.1:5308409-5308864	OZ183002.1:6054277-6054732
CAXVYZ010000092.1:5308409-5308864	CAXVYZ010000092.1:5330676-5331116
CAXVYZ010000092.1:5308409-5308864	OZ183002.1:6076543-6076983
CAXVZA010000007.1:20590584-20590842	CAXVZA010000007.1:20590584-20590842
CAXVZA010000007.1:20590584-20590842	OZ183023.1:20391769-20392027
CAXVZF010000015.1:6965923-6966151	CAXVZF010000015.1:6965923-6966151
CAXVZF010000015.1:6965923-6966151	OZ182971.1:13835528-13835753
CM079454.1:97711204-97711713	CM079454.1:97711204-97711713
CM079454.1:97711204-97711713	NQII01004470.1:64083-64479
CM079454.1:97711204-97711713	CM079452.1:36969682-36970190
CM079458.1:419330-419598	CM079458.1:419330-419598
CM079458.1:419330-419598	NQII01005613.1:138226-138494
CM079461.1:37392956-37393365	CM079461.1:37392956-37393365
DVQQ01003900.1:7422-7607	DVQQ01003900.1:7422-7607
DVUL01016484.1:2025-2260	DVUL01016484.1:2025-2260
DVUL01016484.1:2025-2260	DVTI01004152.1:79-241
DVUL01016484.1:2025-2260	DWRR01000826.1:1439-1601
DVVB01008980.1:810-972	DVVB01008980.1:810-972
DVYC01000253.1:3334-3642	DVYC01000253.1:3334-3642
DVYC01020203.1:2181-2534	DVYC01020203.1:2181-2534
DVYD01048248.1:726-1199	DVYD01048248.1:726-1199
DVYO010000001.1:7494-7739	DVYO010000001.1:7494-7739
DVYO010000006.1:882-1058	DVYO010000006.1:882-1058
DVYO010034058.1:131-451	DVYO010034058.1:131-451
DVYP01001741.1:961-1232	DVYP01001741.1:961-1232
DVZK01005585.1:2579-2874	DVZK01005585.1:2579-2874
DWBA01002356.1:5852-6045	DWBA01002356.1:5852-6045
DWBA01007161.1:5177-5530	DWBA01007161.1:5177-5530
DWBA01053675.1:1129-1501	DWBA01053675.1:1129-1501
DWBC01003660.1:4209-4423	DWBC01003660.1:4209-4423
DWCB01000036.1:476-1356	DWCB01000036.1:476-1356
DWFC01023314.1:1413-2142	DWFC01023314.1:1413-2142
DWJG01000142.1:5527-5685	DWJG01000142.1:5527-5685
DWOP01025829.1:797-2018	DWOP01025829.1:797-2018
DWQP01000408.1:338-834	DWQP01000408.1:338-834
DWTK01000705.1:3360-3522	DWTK01000705.1:3360-3522
DWUH010005282.1:1394-1732	DWUH010005282.1:1394-1732
FR990006.1:11485453-11485703	FR990006.1:11485453-11485703
CAJOBZ010000007.1:2619384-2619776	CAJOBZ010000007.1:2619384-2619776
CAJQZM010014035.1:2-697	CAJQZM010014035.1:2-697
CAJQZN010030982.1:496-856	CAJQZN010030982.1:496-856
CAJQZQ010030140.1:5168-5413	CAJQZQ010030140.1:5168-5413
CAJQZQ010030140.1:5168-5413	JAABVK010001664.1:59985-60229
CAKASE010000050.1:13278989-13279218	CAKASE010000050.1:13278989-13279218
CAKASE010000050.1:13278989-13279218	CAKASE010000081.1:11194752-11194979
CAKOGW010000018.1:31461-32113	CAKOGW010000018.1:31461-32113
CAMYPE010001639.1:239594-239817	CAMYPE010001639.1:239594-239817
CAMYPE010001639.1:239594-239817	CAMYPE010002871.1:773-996
CAMYPE010001639.1:239594-239817	CAMYPE010001639.1:206908-207130
CATNWH010000303.1:90612-90829	CATNWH010000303.1:90612-90829
CATOHF010000068.1:1706256-1706738	CATOHF010000068.1:1706256-1706738
CATORQ010000165.1:3284427-3284689	CATORQ010000165.1:3284427-3284689
CATOZV010000723.1:784721-785097	CATOZV010000723.1:784721-785097
CAVLEF010000003.1:2205239-2205762	CAVLEF010000003.1:2205239-2205762
CAVNZJ010000006.1:3330541-3330943	CAVNZJ010000006.1:3330541-3330943
CAVNZJ010000006.1:3330541-3330943	CAVNZK010000006.1:3330541-3330943
CAXLBV010000001.1:27434477-27434722	CAXLBV010000001.1:27434477-27434722
CAXLBV010000001.1:27434477-27434722	OZ073195.1:27281521-27281766
CAXVHE010000017.1:22386891-22387296	CAXVHE010000017.1:22386891-22387296
CAXVHK010000065.1:4011247-4012085	CAXVHK010000065.1:4011247-4012085
CAXVPC010000023.1:4020407-4020646	CAXVPC010000023.1:4020407-4020646
CAXVQF010000020.1:8830054-8830409	CAXVQF010000020.1:8830054-8830409
CAXVQF010000020.1:8830054-8830409	OZ179889.1:1808371-1808726
CAXVQF010000020.1:8830054-8830409	CAXVQF010000025.1:3055960-3056315
CAXVQF010000020.1:8830054-8830409	OZ179889.1:1825311-1825666
CAXVWX010000022.1:3964945-3965190	CAXVWX010000022.1:3964945-3965190
CAXVWX010000022.1:3964945-3965190	OZ181974.1:3895702-3895947
CAXVXB010000004.1:13309826-13310032	CAXVXB010000004.1:13309826-13310032
CAXVXB010000004.1:13309826-13310032	OZ181985.1:10312001-10312207
CAXVXJ010000002.1:4034487-4034985	CAXVXJ010000002.1:4034487-4034985
CAXVYZ010000001.1:44507664-44508643	CAXVYZ010000001.1:44507664-44508643
CAXVYZ010000001.1:44566591-44566786	CAXVYZ010000001.1:44566591-44566786
CAXVYZ010000001.1:44566591-44566786	OZ182998.1:44611128-44611323
CAXVYZ010000001.1:44911697-44912264	CAXVYZ010000001.1:44911697-44912264
CAXVYZ010000001.1:44911697-44912264	CAXVYZ010000001.1:44890340-44890907
CAXVYZ010000038.1:7824239-7824654	CAXVYZ010000038.1:7824239-7824654
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000050.1:18830302-18831127
CAXVYZ010000050.1:18830302-18831127	OZ183013.1:13213857-13214411
CAXVYZ010000050.1:18830302-18831127	OW569310.1:28842779-28843161
CAXVYZ010000050.1:18830302-18831127	OZ182998.1:888552-889377
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000036.1:23533554-23534367
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000036.1:28697812-28698628
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000038.1:55087483-55088295
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000038.1:55096826-55097638
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000044.1:17080088-17080905
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000064.1:20079688-20080500
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000065.1:46173717-46174530
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000065.1:52328252-52329066
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000065.1:53024383-53025196
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000069.1:21454882-21455697
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000074.1:17241873-17242687
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000074.1:22412169-22412982
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000080.1:22132489-22133302
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000090.1:22321118-22321931
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000092.1:23886407-23887219
CAXVYZ010000050.1:18830302-18831127	OZ182996.1:55006214-55007026
CAXVYZ010000050.1:18830302-18831127	OZ182996.1:55015559-55016371
CAXVYZ010000050.1:18830302-18831127	OZ182996.1:55027208-55028020
CAXVYZ010000050.1:18830302-18831127	OZ182996.1:55036553-55037365
CAXVYZ010000050.1:18830302-18831127	OZ182997.1:14724782-14725594
CAXVYZ010000050.1:18830302-18831127	OZ182997.1:34301319-34302134
CAXVYZ010000050.1:18830302-18831127	OZ182997.1:43238135-43238948
CAXVYZ010000050.1:18830302-18831127	OZ182999.1:20820546-20821358
CAXVYZ010000050.1:18830302-18831127	OZ183000.1:22665680-22666494
CAXVYZ010000050.1:18830302-18831127	OZ183002.1:24588769-24589581
CAXVYZ010000050.1:18830302-18831127	OZ183003.1:31209832-31210644
CAXVYZ010000050.1:18830302-18831127	OZ183004.1:22311410-22312223
CAXVYZ010000050.1:18830302-18831127	OZ183004.1:29768183-29768996
CAXVYZ010000050.1:18830302-18831127	OZ183005.1:25002849-25003663
CAXVYZ010000050.1:18830302-18831127	OZ183006.1:19054955-19055770
CAXVYZ010000050.1:18830302-18831127	OZ183006.1:26128947-26129762
CAXVYZ010000050.1:18830302-18831127	OZ183007.1:22310835-22311648
CAXVYZ010000050.1:18830302-18831127	OZ183010.1:17024988-17025805
CAXVYZ010000050.1:18830302-18831127	OZ183012.1:541343-542156
CAXVYZ010000050.1:18830302-18831127	OZ183015.1:2211708-2212523
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000001.1:31718143-31718956
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000001.1:35051017-35051830
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000003.1:22768093-22768906
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000028.1:3014999-3015814
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000036.1:27821721-27822535
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000036.1:29077164-29077957
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000038.1:53885858-53886675
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000038.1:53910919-53911736
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000038.1:53915801-53916614
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000044.1:15712348-15713161
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000044.1:20225836-20226651
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000065.1:1654535-1655350
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000065.1:49095661-49096476
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000065.1:56305693-56306506
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000074.1:18549072-18549887
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000085.1:11585111-11585926
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000090.1:22802984-22803799
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000090.1:26694562-26695355
CAXVYZ010000050.1:18830302-18831127	OZ182996.1:10474172-10474984
CAXVYZ010000050.1:18830302-18831127	OZ182996.1:53848205-53849022
CAXVYZ010000050.1:18830302-18831127	OZ183000.1:31509051-31509864
CAXVYZ010000050.1:18830302-18831127	OZ183002.1:22465980-22466793
CAXVYZ010000050.1:18830302-18831127	OZ183004.1:18428129-18428944
CAXVYZ010000050.1:18830302-18831127	OZ183007.1:26924635-26925428
CAXVYZ010000050.1:18830302-18831127	OZ183009.1:11888505-11889320
CAXVYZ010000050.1:18830302-18831127	OZ183009.1:19007082-19007894
CAXVYZ010000050.1:18830302-18831127	OZ183010.1:20076171-20076986
CAXVYZ010000050.1:18830302-18831127	OZ183011.1:10697055-10697869
CAXVYZ010000050.1:18830302-18831127	OZ183011.1:11010802-11011615
CAXVYZ010000050.1:18830302-18831127	OZ183014.1:19456308-19457120
CAXVYZ010000050.1:18830302-18831127	OZ183006.1:13494918-13495717
CAXVYZ010000050.1:18830302-18831127	OZ183009.1:9081844-9082658
CAXVYZ010000092.1:15345716-15346009	CAXVYZ010000092.1:15345716-15346009
CAXVYZ010000092.1:15345716-15346009	OZ183002.1:15893825-15894118
CAXVYZ010000092.1:21894321-21895019	CAXVYZ010000092.1:21894321-21895019
CAXVZF010000007.1:8266765-8267101	CAXVZF010000007.1:8266765-8267101
CM079461.1:37395613-37395884	CM079461.1:37395613-37395884
CP049654.1:15872429-15872847	CP049654.1:15872429-15872847
CP137773.1:23738882-23739378	CP137773.1:23738882-23739378
CP137773.1:23738882-23739378	CM066345.1:14523877-14524346
CP137785.1:5110802-5110987	CP137785.1:5110802-5110987
DVPW01000042.1:1714-2029	DVPW01000042.1:1714-2029
DVYC01000924.1:1658-2190	DVYC01000924.1:1658-2190
DVZK01065043.1:840-1461	DVZK01065043.1:840-1461
DVZN01012657.1:2695-2931	DVZN01012657.1:2695-2931
DWAS01007256.1:420-881	DWAS01007256.1:420-881
DWBA01025494.1:3419-3603	DWBA01025494.1:3419-3603
DWCB01001935.1:2640-3367	DWCB01001935.1:2640-3367
DWDN01050304.1:216-556	DWDN01050304.1:216-556
DWDN01050304.1:216-556	DWUB01042232.1:178-516
DWDN01050304.1:216-556	DVSY01019569.1:2132-2470
DWDN01050304.1:216-556	DVTT01051779.1:1574-1912
DWDN01050304.1:216-556	DVXY01000238.1:6374-6636
DWDN01050304.1:216-556	DWDA01109194.1:379-717
DWDN01050304.1:216-556	DWDP01058855.1:1431-1771
DWJQ01014050.1:1962-2633	DWJQ01014050.1:1962-2633
DWJU01004650.1:1158-2092	DWJU01004650.1:1158-2092
DWNK01014769.1:1365-1944	DWNK01014769.1:1365-1944
DWQC01000019.1:5261-5732	DWQC01000019.1:5261-5732
DWTH01000095.1:4440-4790	DWTH01000095.1:4440-4790
FR989966.1:10407721-10408634	FR989966.1:10407721-10408634
FR990056.1:621647-622348	FR990056.1:621647-622348
FR990056.1:3701061-3701733	FR990056.1:3701061-3701733
HG992184.1:19512348-19512570	HG992184.1:19512348-19512570
HG992200.1:13688299-13688798	HG992200.1:13688299-13688798
HG993132.1:12160227-12160695	HG993132.1:12160227-12160695
HG993150.1:9268633-9268810	HG993150.1:9268633-9268810
HG993154.1:7034482-7034701	HG993154.1:7034482-7034701
HG993155.1:8528135-8528706	HG993155.1:8528135-8528706
HG993158.1:57554-57911	HG993158.1:57554-57911
HG993166.1:8719025-8719457	HG993166.1:8719025-8719457
HG993166.1:8719025-8719457	FR997697.1:4976192-4976612
HG993166.1:8736257-8736670	HG993166.1:8736257-8736670
HG995290.1:13461395-13461579	HG995290.1:13461395-13461579
JAFEKT020005001.1:178599-178794	JAFEKT020005001.1:178599-178794
JAFEKT020005001.1:178599-178794	JAFEKU020008957.1:113752-113947
JAFEKT020005001.1:178599-178794	RJWF01005899.1:290085-290280
JAFEKT020005001.1:178599-178794	JAEVLZ010001825.1:87034-87229
JAGSMW010000021.1:2417747-2417973	JAGSMW010000021.1:2417747-2417973
JALPQI010003466.1:65603-66004	JALPQI010003466.1:65603-66004
JALPQI010003686.1:9268-9670	JALPQI010003686.1:9268-9670
JAPUBQ010000019.1:6166482-6166681	JAPUBQ010000019.1:6166482-6166681
JARWMB010000025.1:2661976-2662216	JARWMB010000025.1:2661976-2662216
JARWMB010000025.1:2661976-2662216	JARWMB010000025.1:2667640-2667880
JARWMB010000025.1:2661976-2662216	JARWMB010000025.1:2673304-2673544
JARWMB010000025.1:2661976-2662216	JARWMC010000022.1:2605582-2605822
JARWMB010000025.1:2661976-2662216	JARWMC010000022.1:2611246-2611486
JAUPFO010000045.1:275158-275644	JAUPFO010000045.1:275158-275644
JAUPFZ010000009.1:16555172-16555429	JAUPFZ010000009.1:16555172-16555429
JAUPFZ010000018.1:798161-798519	JAUPFZ010000018.1:798161-798519
JAUPFZ010000018.1:798161-798519	JAUPGA010000016.1:900208-900566
JAUPFZ010000018.1:798161-798519	JAUPGA010000025.1:3908340-3908698
JAUPFZ010000018.1:798161-798519	JAUPFZ010000026.1:10317859-10318217
JAUPFZ010000018.1:798161-798519	JAUPGA010000021.1:1369169-1369527
JAUPFZ010000018.1:798161-798519	JAUPFZ010000026.1:3327092-3327403
JAUPFZ010000018.1:798161-798519	JAUPGA010000025.1:11332721-11333032
JAUPFZ010000018.1:985040-985224	JAUPFZ010000018.1:985040-985224
JAUPFZ010000018.1:10462263-10462456	JAUPFZ010000018.1:10462263-10462456
JAUPFZ010000018.1:10583778-10584290	JAUPFZ010000018.1:10583778-10584290
JAUPFZ010000018.1:10583778-10584290	JAUPGA010000016.1:10590166-10590678
JAUPFZ010000026.1:4119687-4120429	JAUPFZ010000026.1:4119687-4120429
JAUPFZ010000026.1:4119687-4120429	JAUPFZ010000018.1:745160-745595
JAXRJS010000077.1:348696-348941	JAXRJS010000077.1:348696-348941
JAYDZJ010000019.1:1302860-1303033	JAYDZJ010000019.1:1302860-1303033
JBFSLV010000028.1:2325378-2325603	JBFSLV010000028.1:2325378-2325603
JBFSLV010000043.1:183761-184391	JBFSLV010000043.1:183761-184391
LR990058.1:16216777-16217785	LR990058.1:16216777-16217785
LR990061.1:8416911-8417775	LR990061.1:8416911-8417775
LR990061.1:8416911-8417775	LR990065.1:12470934-12471476
LR990061.1:8416911-8417775	OU026141.1:3524034-3524582
LR990061.1:8416911-8417775	LR990065.1:12162654-12163198
LR990061.1:8416911-8417775	LR990065.1:12222238-12222787
LR990061.1:8416911-8417775	OU026126.1:16080650-16081197
LR990061.1:8416911-8417775	OU026115.1:8946383-8947109
LR990061.1:8416911-8417775	OU026116.1:19964989-19965714
LR990061.1:8416911-8417775	OU026125.1:1015142-1015689
LR990061.1:8416911-8417775	OU026126.1:565285-566010
LR990061.1:8416911-8417775	OU026135.1:16228135-16228683
LR990061.1:8416911-8417775	OU026140.1:5218959-5219558
LR990061.1:8416911-8417775	LR990063.1:4741584-4741962
LR990061.1:8416911-8417775	OU026118.1:17544921-17545469
LR990061.1:8416911-8417775	OU026125.1:1007851-1008404
LR990061.1:8416911-8417775	OU026135.1:15239235-15239783
LR990061.1:8416911-8417775	OU026129.1:14941845-14942550
LR990091.1:2101224-2101600	LR990091.1:2101224-2101600
LR990585.1:807467-807950	LR990585.1:807467-807950
LR990585.1:807467-807950	LWME01006705.1:115369-115842
LR990587.1:1137640-1138377	LR990587.1:1137640-1138377
LR990971.1:3299499-3299671	LR990971.1:3299499-3299671
LWME01000268.1:268046-268380	LWME01000268.1:268046-268380
LWME01000633.1:114884-115074	LWME01000633.1:114884-115074
NJDC01000958.1:5894-6807	NJDC01000958.1:5894-6807
NJDC01000958.1:5894-6807	DWKW01012689.1:3158-4058
NJDC01005147.1:2-1486	NJDC01005147.1:2-1486
NJDC01005147.1:2-1486	NJDC01020801.1:3455-3778
NJDC01005164.1:7124-7452	NJDC01005164.1:7124-7452
NJDD01000051.1:195424-195587	NJDD01000051.1:195424-195587
NJDD01001848.1:25327-26168	NJDD01001848.1:25327-26168
NJDD01004616.1:907-1331	NJDD01004616.1:907-1331
NJDD01010273.1:12179-12529	NJDD01010273.1:12179-12529
NQII01000416.1:807292-807908	NQII01000416.1:807292-807908
NQII01004105.1:24122-24551	NQII01004105.1:24122-24551
NQII01004105.1:24122-24551	CM079466.1:2423305-2423730
NQII01004465.1:3441-3654	NQII01004465.1:3441-3654
NQII01008264.1:47930-48201	NQII01008264.1:47930-48201
NQII01008264.1:47930-48201	CM079461.1:7248806-7249077
NQII01008264.1:47930-48201	NQII01002228.1:154004-154251
NQII01008264.1:47930-48201	CM079452.1:39633429-39633671
NQII01008264.1:47930-48201	CM079467.1:3322729-3322976
OU026116.1:12236890-12237078	OU026116.1:12236890-12237078
OU026126.1:9111698-9112240	OU026126.1:9111698-9112240
OU026136.1:8621594-8621960	OU026136.1:8621594-8621960
OU026139.1:7635162-7635742	OU026139.1:7635162-7635742
OU026139.1:7635162-7635742	LR990047.1:10409533-10410066
OU026140.1:12800579-12801655	OU026140.1:12800579-12801655
OU026140.1:12800579-12801655	OU026140.1:12989208-12990072
OU026140.1:12800579-12801655	OU026140.1:13177213-13178273
OU026140.1:12800579-12801655	OU026140.1:13241899-13242764
OU026140.1:12800579-12801655	OU026140.1:12734548-12735617
OU026140.1:12800579-12801655	OU026115.1:4476100-4476292
OU026140.1:12800579-12801655	OU026133.1:4268002-4268328
OU026140.1:12800579-12801655	OU026140.1:12858888-12859937
OU342765.1:16587970-16588250	OU342765.1:16587970-16588250
OU342965.1:15311043-15311961	OU342965.1:15311043-15311961
JAUPFO010000011.1:7892707-7893390	JAUPFO010000011.1:7892707-7893390
JAUPFO010000011.1:21092875-21093489	JAUPFO010000011.1:21092875-21093489
JAUPFO010000011.1:21092875-21093489	JAUPFN010000012.1:19115490-19116096
JAUPFO010000019.1:8815915-8816473	JAUPFO010000019.1:8815915-8816473
JAUPFO010000020.1:26933037-26933520	JAUPFO010000020.1:26933037-26933520
JAUPFO010000030.1:10772019-10772196	JAUPFO010000030.1:10772019-10772196
JAUPFZ010000009.1:16549500-16549697	JAUPFZ010000009.1:16549500-16549697
JAUPFZ010000018.1:15308964-15309484	JAUPFZ010000018.1:15308964-15309484
JAUPGA010000005.1:11222606-11222942	JAUPGA010000005.1:11222606-11222942
JAUPGA010000011.1:18982710-18982920	JAUPGA010000011.1:18982710-18982920
JAUPGA010000016.1:10461672-10461862	JAUPGA010000016.1:10461672-10461862
JAUPGA010000016.1:10540994-10541675	JAUPGA010000016.1:10540994-10541675
JAUPGA010000021.1:1395223-1396036	JAUPGA010000021.1:1395223-1396036
JAUPGA010000025.1:5253311-5253467	JAUPGA010000025.1:5253311-5253467
JAWQUS010000011.1:52786-52988	JAWQUS010000011.1:52786-52988
JAWQUS010000012.1:4584708-4585015	JAWQUS010000012.1:4584708-4585015
JAWQUS010000017.1:10945553-10945833	JAWQUS010000017.1:10945553-10945833
JAXGGP010000020.1:3885886-3886125	JAXGGP010000020.1:3885886-3886125
JAXGGP010016214.1:3806-4166	JAXGGP010016214.1:3806-4166
JAXGGP010016214.1:3806-4166	JBCHJZ010000072.1:12216686-12216909
JAYDZJ010091234.1:2713-2945	JAYDZJ010091234.1:2713-2945
JAZHAC010000018.1:11117403-11117954	JAZHAC010000018.1:11117403-11117954
LGIB01001779.1:6039-6398	LGIB01001779.1:6039-6398
LR990040.1:17888909-17889117	LR990040.1:17888909-17889117
LR990047.1:9210234-9210846	LR990047.1:9210234-9210846
LR990052.1:6645032-6645743	LR990052.1:6645032-6645743
LR990059.1:16707869-16708338	LR990059.1:16707869-16708338
LR990065.1:1675775-1676129	LR990065.1:1675775-1676129
LR990098.1:166437-166580	LR990098.1:166437-166580
LR990299.1:18856748-18856936	LR990299.1:18856748-18856936
LR990299.1:18856748-18856936	LR990295.1:4237104-4237267
LR990596.1:9388719-9388939	LR990596.1:9388719-9388939
LR999947.1:1159309-1160397	LR999947.1:1159309-1160397
LR999947.1:1159309-1160397	OX465252.1:7082457-7082754
NJDC01002275.1:12610-13470	NJDC01002275.1:12610-13470
NJDC01002275.1:15346-15864	NJDC01002275.1:15346-15864
NJDC01003902.1:3606-3962	NJDC01003902.1:3606-3962
NJDC01004184.1:76113-76513	NJDC01004184.1:76113-76513
NJDD01000051.1:190632-190825	NJDD01000051.1:190632-190825
NJDD01002424.1:45137-45314	NJDD01002424.1:45137-45314
NJDD01005663.1:8903-9218	NJDD01005663.1:8903-9218
NJDD01006038.1:7701-8177	NJDD01006038.1:7701-8177
NJDD01007926.1:11173-11436	NJDD01007926.1:11173-11436
NKXL01016539.1:15053-15712	NKXL01016539.1:15053-15712
NKXL01016539.1:15053-15712	CM056994.1:289153982-289154641
NKXL01223503.1:7439-7638	NKXL01223503.1:7439-7638
NQII01002510.1:165696-165966	NQII01002510.1:165696-165966
NQII01002510.1:165696-165966	CM079453.1:110546770-110547040
NQII01004105.1:21044-21270	NQII01004105.1:21044-21270
NQII01005377.1:6154-6354	NQII01005377.1:6154-6354
NQII01005377.1:6154-6354	CM079451.1:237865119-237865319
NW_021136930.1:1243752-1244438	NW_021136930.1:1243752-1244438
NW_021136930.1:1243752-1244438	OY979764.1:3584873-3585069
NW_021136930.1:1243752-1244438	CM085372.1:3558044-3558729
OU015433.1:8668644-8668928	OU015433.1:8668644-8668928
OU026125.1:15817087-15817666	OU026125.1:15817087-15817666
OU342960.1:27048366-27049259	OU342960.1:27048366-27049259
OU342960.1:37345454-37345952	OU342960.1:37345454-37345952
