LR990046.1:17392347-17392724	LR990046.1:17392347-17392724
OU342971.1:25400712-25401032	OU342973.1:27344416-27344724
OU342971.1:25400712-25401032	OU342973.1:29031951-29032258
OU342971.1:25400712-25401032	OU342974.1:3216343-3216650
OU342971.1:25400712-25401032	OU342974.1:6687971-6688276
OU342971.1:25400712-25401032	OU342974.1:23995262-23995569
OU342971.1:25400712-25401032	OU342974.1:25474761-25475066
OU342971.1:25400712-25401032	OU342974.1:27080889-27081195
OU342971.1:25400712-25401032	OU342975.1:20943547-20943853
OU342971.1:25400712-25401032	OU342975.1:25048315-25048622
OU342971.1:25400712-25401032	OU342975.1:25157564-25157869
OU342971.1:25400712-25401032	OU342976.1:686778-687091
OU342971.1:25400712-25401032	OU342976.1:4427997-4428302
OU342971.1:25400712-25401032	OU342976.1:23630034-23630339
OU342971.1:25400712-25401032	OU342977.1:4279972-4280277
OU342971.1:25400712-25401032	OU342977.1:4555388-4555693
OU342971.1:25400712-25401032	OU342977.1:12908506-12908812
OU342971.1:25400712-25401032	OU342977.1:18322817-18323122
OU342971.1:25400712-25401032	OU342977.1:24587421-24587726
OU342971.1:25400712-25401032	OU342978.1:365518-365823
OU342971.1:25400712-25401032	OU342978.1:6865219-6865524
OU342971.1:25400712-25401032	OU342978.1:21467889-21468194
OU342971.1:25400712-25401032	OU342978.1:21641977-21642293
OU342971.1:25400712-25401032	OU342978.1:24489946-24490253
OU342971.1:25400712-25401032	OU342979.1:753896-754201
OU342971.1:25400712-25401032	OU342979.1:2203364-2203672
OU342971.1:25400712-25401032	OU342979.1:3681183-3681489
OU342971.1:25400712-25401032	OU342979.1:24047530-24047835
OU342971.1:25400712-25401032	OU342979.1:26334246-26334553
OU342971.1:25400712-25401032	OU342980.1:20688082-20688387
OU342971.1:25400712-25401032	OU342980.1:20700962-20701272
OU342971.1:25400712-25401032	OU342980.1:20821610-20821915
OU342971.1:25400712-25401032	OU342981.1:5298622-5298936
OU342971.1:25400712-25401032	OU342981.1:24390631-24390936
OU342971.1:25400712-25401032	OU342982.1:454624-454937
OU342971.1:25400712-25401032	OU342982.1:11871922-11872231
OU342971.1:25400712-25401032	OU342982.1:20917478-20917783
OU342971.1:25400712-25401032	OU342982.1:21133643-21133949
OU342971.1:25400712-25401032	OU342983.1:2158335-2158641
OU342971.1:25400712-25401032	OU342983.1:14282304-14282609
OU342971.1:25400712-25401032	OU342984.1:3850839-3851146
OU342971.1:25400712-25401032	OU342984.1:8433656-8433961
OU342971.1:25400712-25401032	OU342985.1:354034-354340
OU342971.1:25400712-25401032	OU342985.1:1134836-1135141
OU342971.1:25400712-25401032	OU342985.1:7410252-7410559
OU342971.1:25400712-25401032	OU342986.1:1497043-1497348
OU342971.1:25400712-25401032	OU342986.1:1977482-1977787
OU342971.1:25400712-25401032	OU342988.1:1638196-1638501
OU342971.1:25400712-25401032	OU342988.1:8458032-8458339
OU342971.1:25400712-25401032	OU342988.1:16268771-16269076
OU342971.1:25400712-25401032	OU342989.1:735796-736101
OU342971.1:25400712-25401032	OU342989.1:8959898-8960205
OU342971.1:25400712-25401032	OU342990.1:4635163-4635470
OU342971.1:25400712-25401032	OU342976.1:3636265-3636569
OU342971.1:25400712-25401032	OU342968.1:17730205-17730514
OZ179756.1:9534024-9534314	OZ179756.1:9534024-9534314
OZ182002.1:11526652-11526946	OZ182002.1:11526652-11526946
OZ182002.1:11526652-11526946	CAXVXB010000020.1:11237069-11237362
OZ182002.1:11526652-11526946	OZ182905.1:14427093-14427386
OZ182002.1:11526652-11526946	OY971432.1:4291198-4291491
CM063640.1:22980762-22981248	CM063640.1:22980762-22981248
CM063640.1:123189214-123189388	CM063640.1:123189214-123189388
CM063640.1:134760161-134760626	CM063640.1:134760161-134760626
CM063640.1:199786381-199786859	CM063640.1:199786381-199786859
CM063640.1:199786381-199786859	CM037742.1:37441927-37442355
CM063641.1:53186234-53186660	CM063641.1:53186234-53186660
CM063641.1:53186234-53186660	CM063640.1:16779656-16780082
CM063642.1:86635987-86636451	CM063642.1:86635987-86636451
CM063642.1:114278282-114278527	CM063642.1:114278282-114278527
CM063642.1:114278282-114278527	CM063640.1:79376262-79376506
CM063644.1:74376415-74376683	CM063644.1:74376415-74376683
OW204004.1:4772675-4773160	OW204004.1:4772675-4773160
CM037724.1:21443511-21443996	CM037724.1:21443511-21443996
DVPG01004156.1:2692-2856	DVPG01004156.1:2692-2856
DVVA01000862.1:2771-3029	DVVA01000862.1:2771-3029
DVVA01000862.1:2771-3029	DVUW01017490.1:2228-2451
DVVA01000862.1:2771-3029	DVVI01008387.1:2376-2625
DVVA01000862.1:2771-3029	DWUC01000009.1:6952-7201
DVVA01000862.1:2771-3029	DVUH01002939.1:2719-2968
DVVA01000862.1:2771-3029	DVVD01001271.1:1205-1454
DVVU01036342.1:2352-2575	DVVU01036342.1:2352-2575
DVYS01007256.1:927-1498	DVYS01007256.1:927-1498
FR990058.1:21993887-21994290	FR990058.1:21993887-21994290
LR999940.1:10326447-10326830	LR999940.1:10326447-10326830
NJDD01002661.1:11791-12097	NJDD01002661.1:11791-12097
OU015656.1:9334749-9334995	OU015656.1:9334749-9334995
OU963898.1:13072955-13077019	OU963898.1:13072955-13077019
OU963898.1:13072955-13077019	RSAL01000119.1:1508932-1509700
OU963898.1:13072955-13077019	OU963905.1:14583203-14586530
OU963898.1:13072955-13077019	OU963912.1:422086-426131
OU963898.1:13072955-13077019	RSAL01000082.1:238802-240524
OU963898.1:13072955-13077019	OU963903.1:14719901-14723234
OU963898.1:13072955-13077019	OU963899.1:14120688-14124734
OU963898.1:13072955-13077019	OU963913.1:18048936-18051660
OU963898.1:13072955-13077019	RSAL01000034.1:2716106-2720138
OU963898.1:13072955-13077019	RSAL01000062.1:84525-88586
OU963898.1:13072955-13077019	RSAL01000530.1:99930-103964
OU963898.1:13072955-13077019	RSAL01006667.1:2-2899
OW203983.1:7322686-7323132	OW203983.1:7322686-7323132
OX421331.1:17423830-17424178	OX421331.1:17423830-17424178
OX438811.1:17440775-17441003	OX438811.1:17440775-17441003
OY720589.1:10109937-10110325	OY720589.1:10109937-10110325
OZ183592.1:96939-97219	OZ183592.1:96939-97219
CAJQFH010000543.1:401647-402064	CAJQFH010000543.1:401647-402064
CAKAJV010000268.1:11539355-11539938	CAKAJV010000268.1:11539355-11539938
CAMIUH010000671.1:44548-44756	CAMIUH010000671.1:44548-44756
CAMYPE010000128.1:66509-66760	CAMYPE010000128.1:66509-66760
CAMYPE010000856.1:83369-85042	CAMYPE010000856.1:83369-85042
CATKRX010002578.1:603078-603744	CATKRX010002578.1:603078-603744
CATLJT010000284.1:37349-41575	CATLJT010000284.1:37349-41575
CATLJT010000284.1:37349-41575	OX465245.1:20127889-20128842
CATLJT010000284.1:37349-41575	OX465243.1:19211518-19213220
CATLJT010000284.1:37349-41575	OX465245.1:19697067-19698020
CATLJT010000284.1:37349-41575	OX465245.1:20048316-20049269
CATLJT010000284.1:37349-41575	OX465242.1:31072382-31076256
CAXKSP010000008.1:13160044-13160394	CAXKSP010000008.1:13160044-13160394
CAXLOH010000010.1:17830156-17830527	CAXLOH010000010.1:17830156-17830527
CAXRZU010000009.1:9302240-9302447	CAXRZU010000009.1:9302240-9302447
CAXRZU010000009.1:9302240-9302447	OZ174072.1:9577755-9577962
CAXRZU010000009.1:9302240-9302447	OX344796.1:19649353-19649541
CAXVHD010000007.1:8092305-8092543	CAXVHD010000007.1:8092305-8092543
CAXVHK010000039.1:19646896-19647578	CAXVHK010000039.1:19646896-19647578
CAXVHK010000065.1:4646940-4647939	CAXVHK010000065.1:4646940-4647939
CAXVHK010000065.1:4646940-4647939	OZ177523.1:4652366-4653365
CAXVOT010000022.1:16848005-16848394	CAXVOT010000022.1:16848005-16848394
CAXVPN010000030.1:3820829-3821201	CAXVPN010000030.1:3820829-3821201
CAXVPN010000030.1:3820829-3821201	OZ179786.1:4041900-4042272
CAXVQF010000004.1:5348208-5348386	CAXVQF010000004.1:5348208-5348386
CAXVQF010000004.1:5348208-5348386	OZ179871.1:5358732-5358906
CAXVQF010000021.1:7135507-7135681	CAXVQF010000021.1:7135507-7135681
CAXVQF010000021.1:7135507-7135681	OZ179890.1:7264234-7264408
CAXVQR010000026.1:337691-338254	CAXVQR010000026.1:337691-338254
CAXVXB010000020.1:12684610-12685292	CAXVXB010000020.1:12684610-12685292
CAXVXB010000020.1:12684610-12685292	OZ182908.1:3425983-3426156
CAXVXJ010000018.1:18960390-18960833	CAXVXJ010000018.1:18960390-18960833
CAXVXJ010000018.1:18960390-18960833	CAXVXJ010000018.1:18975409-18975852
CAXVXJ010000018.1:18960390-18960833	OZ182085.1:19129787-19130230
CAXVXJ010000018.1:18960390-18960833	OZ182085.1:19144806-19145249
CAXVXJ010000018.1:18960390-18960833	OX465243.1:13140879-13141265
CAXVXJ010000018.1:19023355-19023760	CAXVXJ010000018.1:19023355-19023760
CAXVXJ010000018.1:19023355-19023760	OZ182085.1:19192752-19193157
CAXVXJ010000018.1:21458392-21459247	CAXVXJ010000018.1:21458392-21459247
CAXVXJ010000018.1:21458392-21459247	OZ182085.1:21623257-21624112
CAXVYZ010000001.1:45547859-45548470	CAXVYZ010000001.1:45547859-45548470
CAXVYZ010000001.1:45547859-45548470	OZ182998.1:45592192-45592803
CAXVYZ010000001.1:45606189-45606596	CAXVYZ010000001.1:45606189-45606596
CAXVYZ010000001.1:45606189-45606596	CAXVYZ010000001.1:45621681-45622088
CAXVYZ010000001.1:45606189-45606596	OZ182998.1:45650517-45650924
CAXVYZ010000001.1:45606189-45606596	OZ182998.1:45666009-45666416
OZ182998.1:44552200-44553179	OZ182998.1:44552200-44553179
OZ183025.1:24839244-24839445	OZ183025.1:24839244-24839445
OZ183555.1:25178327-25179093	OZ183555.1:25178327-25179093
OZ183559.1:26876701-26876907	OZ183559.1:26876701-26876907
OZ183559.1:26876701-26876907	CAXWAB010000013.1:26550222-26550428
OZ183567.1:19287447-19287905	OZ183567.1:19287447-19287905
OZ183575.1:3694171-3694386	OZ183575.1:3694171-3694386
OZ183575.1:3694171-3694386	CAXWAB010000029.1:3823793-3824008
OZ183575.1:4389616-4390524	OZ183575.1:4389616-4390524
OZ183575.1:6916555-6917765	OZ183575.1:6916555-6917765
OZ183575.1:6916555-6917765	OU426976.1:3881446-3882121
OZ183575.1:6916555-6917765	CAXWAB010000029.1:7307947-7308421
RSAL01000116.1:1235142-1235359	RSAL01000116.1:1235142-1235359
RSAL01000196.1:1102612-1102840	RSAL01000196.1:1102612-1102840
RSAL01000196.1:1102612-1102840	OU963894.1:60205289-60205515
RSAL01000196.1:1102612-1102840	OU963911.1:23205481-23205692
RSAL01000196.1:1102612-1102840	OU963895.1:37234907-37235132
RSAL01000196.1:1102612-1102840	OU963908.1:7520279-7520502
SSWZ01000038.1:856865-857305	SSWZ01000038.1:856865-857305
SSWZ01000338.1:19194-19659	SSWZ01000338.1:19194-19659
SSWZ01000338.1:19194-19659	CM038781.1:7943203-7943514
SSWZ01000338.1:19194-19659	SSWZ01000376.1:68474-68763
SSWZ01000338.1:19194-19659	CM009919.1:4611722-4612034
SSWZ01000338.1:19194-19659	CM009919.1:4617035-4617383
SSWZ01000338.1:19194-19659	CM037745.1:12274260-12274549
CAXWAB010000009.1:4324542-4325210	CAXWAB010000009.1:4324542-4325210
CAXWAB010000019.1:857379-857815	CAXWAB010000019.1:857379-857815
CAXWAB010000019.1:951058-955326	CAXWAB010000019.1:951058-955326
CAXWAB010000019.1:951058-955326	CAXVXJ010000021.1:21225757-21225982
CAXWAB010000019.1:951058-955326	CM066357.1:4351561-4351770
CAXWAB010000019.1:951058-955326	OX371209.1:15939000-15939183
CAXWAB010000019.1:951058-955326	OU342962.1:30585255-30585616
CAXWAB010000019.1:951058-955326	OU426950.1:30082027-30086240
CAXWAB010000022.1:22572555-22572752	CAXWAB010000022.1:22572555-22572752
CAXWAB010000028.1:5599320-5601122	CAXWAB010000028.1:5599320-5601122
CAXWAB010000028.1:7353391-7354259	CAXWAB010000028.1:7353391-7354259
CAXWAB010000029.1:4084032-4084671	CAXWAB010000029.1:4084032-4084671
CM054779.1:2262081-2262259	CM054779.1:2262081-2262259
CM054779.1:2262081-2262259	CM054830.1:2255310-2255488
CM054779.1:2262081-2262259	CM054830.1:2281864-2282042
CM063647.1:11283578-11284022	CM063647.1:11283578-11284022
CM063648.1:22435001-22435469	CM063648.1:22435001-22435469
CM063649.1:42145365-42145858	CM063649.1:42145365-42145858
CM063654.1:16420367-16421982	CM063654.1:16420367-16421982
CM066611.1:17198812-17199329	CM066611.1:17198812-17199329
CM079453.1:247793029-247794804	CM079453.1:247793029-247794804
CM079453.1:247793029-247794804	NQII01013328.1:4202-5977
OU785231.1:3537990-3538177	OU785231.1:3537990-3538177
OU963894.1:4794253-4794585	OU963894.1:4794253-4794585
OU963894.1:47432885-47433096	OU963894.1:47432885-47433096
OU963896.1:14441944-14442140	OU963896.1:14441944-14442140
OU342962.1:29892849-29893303	OU342962.1:29892849-29893303
OU342962.1:30119209-30119669	OU342962.1:30119209-30119669
OU342962.1:30119209-30119669	OX465258.1:1101813-1102273
OU342962.1:30119209-30119669	OX371209.1:15360796-15361256
OU342962.1:30119209-30119669	OX371209.1:15363663-15364123
OU342962.1:30119209-30119669	OX371209.1:15372264-15372724
OU342962.1:30119209-30119669	OX371211.1:15874490-15874702
OU342962.1:30119209-30119669	OU026125.1:992471-992652
OU342962.1:30119209-30119669	OU026125.1:995693-995874
OU342962.1:30119209-30119669	OU342981.1:22486911-22487371
OU342962.1:30119209-30119669	OX371209.1:12176370-12176587
OU342962.1:30119209-30119669	OZ183550.1:1209078-1209537
OU342962.1:30119209-30119669	OU426976.1:3841079-3841501
OU342962.1:30119209-30119669	OZ183575.1:7288592-7289014
OU342962.1:30119209-30119669	OU342971.1:240866-241326
OU342962.1:30119209-30119669	OU342972.1:521453-521911
OU342962.1:30119209-30119669	CAXWAB010000021.1:15180523-15180982
OU342962.1:30119209-30119669	CM079454.1:75064907-75065350
OU342962.1:30119209-30119669	CM079452.1:36973080-36973523
OU342962.1:30119209-30119669	CM079453.1:203312492-203312873
OU342962.1:30119209-30119669	CM079463.1:49288975-49289418
OU342962.1:32423659-32424039	OU342962.1:32423659-32424039
OU342962.1:32423659-32424039	OU342960.1:15574812-15575191
OU342962.1:32423659-32424039	OU342960.1:52116265-52116643
OU342962.1:32423659-32424039	OU342961.1:24406586-24406815
OU342962.1:32423659-32424039	OU342961.1:32789610-32789988
OU342962.1:32423659-32424039	OU342963.1:1551404-1551782
OU342962.1:32423659-32424039	OU342963.1:12845410-12845639
OU342962.1:32423659-32424039	OU342964.1:30493869-30494099
OU342962.1:32423659-32424039	OU342965.1:10375476-10375707
OU342962.1:32423659-32424039	OU342966.1:26826239-26826617
OU342962.1:32423659-32424039	OU342967.1:3320786-3321164
OU342962.1:32423659-32424039	OU342967.1:6796364-6796742
OU342962.1:32423659-32424039	OU342967.1:26380383-26380762
OU342962.1:32423659-32424039	OU342968.1:8323286-8323665
OU342962.1:32423659-32424039	OU342968.1:26123819-26124049
OU342962.1:32423659-32424039	OU342969.1:8579486-8579865
OU342962.1:32423659-32424039	OU342969.1:9990949-9991328
OU342962.1:32423659-32424039	OU342970.1:4670673-4670902
OU342962.1:32423659-32424039	OU342970.1:11301698-11301927
OU342962.1:32423659-32424039	OU342970.1:17226489-17226718
OU342962.1:32423659-32424039	OU342970.1:23918732-23919111
OU342962.1:32423659-32424039	OU342971.1:515717-515946
OU342962.1:32423659-32424039	OU342971.1:5996579-5996959
OU342962.1:32423659-32424039	OU342971.1:28767798-28768176
OU342962.1:32423659-32424039	OU342972.1:2996800-2997179
OU342962.1:32423659-32424039	OU342972.1:3507230-3507459
OU342962.1:32423659-32424039	OU342973.1:29028588-29028966
OU342962.1:32423659-32424039	OU342974.1:1216343-1216721
OU342962.1:32423659-32424039	OU342974.1:4597529-4597907
OU342962.1:32423659-32424039	OU342974.1:25472236-25472465
OU342962.1:32423659-32424039	OU342976.1:4425471-4425701
OU342962.1:32423659-32424039	OU342976.1:23626680-23627059
OU342962.1:32423659-32424039	OU342977.1:4552891-4553122
OU342962.1:32423659-32424039	OU342977.1:12905994-12906224
OU342962.1:32423659-32424039	OU342977.1:18158006-18158384
OU342962.1:32423659-32424039	OU342978.1:21639449-21639681
OU342962.1:32423659-32424039	OU342979.1:3677815-3678194
OU342962.1:32423659-32424039	OU342980.1:20819109-20819338
OU342962.1:32423659-32424039	OU342981.1:5295265-5295643
OU342962.1:32423659-32424039	OU342981.1:24388122-24388352
OU342962.1:32423659-32424039	OU342983.1:2154976-2155354
OU342962.1:32423659-32424039	OU342984.1:8430299-8430672
OU342962.1:32423659-32424039	OU342985.1:350677-351055
OU342962.1:32423659-32424039	OU342985.1:7406883-7407261
OU342962.1:32423659-32424039	OU342986.1:4434971-4435350
OU342962.1:32423659-32424039	OU342986.1:9665148-9665526
OU342962.1:32423659-32424039	OU342987.1:486932-487310
OU342962.1:32423659-32424039	OU342988.1:1636657-1636890
OU342962.1:32423659-32424039	OU342988.1:16266264-16266493
OU342962.1:32423659-32424039	OU342990.1:4632638-4632867
OU342962.1:32423659-32424039	OX419600.1:812058-812320
OU342962.1:32423659-32424039	OU342960.1:14281325-14281554
OU342962.1:32423659-32424039	OU342960.1:18887369-18887599
OU342962.1:32423659-32424039	OU342960.1:23646894-23647124
OU342962.1:32423659-32424039	OU342961.1:3465038-3465416
OU342962.1:32423659-32424039	OU342961.1:26591741-26591971
OU342962.1:32423659-32424039	OU342962.1:845720-846098
OU342962.1:32423659-32424039	OU342962.1:1682106-1682336
OU342962.1:32423659-32424039	OU342962.1:4546418-4546796
OU342962.1:32423659-32424039	OU342963.1:1380039-1380268
OU342962.1:32423659-32424039	OU342963.1:12030404-12030633
OU342962.1:32423659-32424039	OU342963.1:27700608-27700988
OU342962.1:32423659-32424039	OU342964.1:9550103-9550334
OU342962.1:32423659-32424039	OU342964.1:18626260-18626489
OU342962.1:32423659-32424039	OU342964.1:30659465-30659843
OU342962.1:32423659-32424039	OU342964.1:31543384-31543613
OU342962.1:32423659-32424039	OU342965.1:11913679-11914058
OU342962.1:32423659-32424039	OU342967.1:4484162-4484542
OU342962.1:32423659-32424039	OU342967.1:22881858-22882087
OU342962.1:32423659-32424039	OU342969.1:7590213-7590586
OU342962.1:32423659-32424039	OU342969.1:30769477-30769707
OU342962.1:32423659-32424039	OU342970.1:5790468-5790698
OU342962.1:32423659-32424039	OU342970.1:7581328-7581585
OU342962.1:32423659-32424039	OU342970.1:18159112-18159490
OU342962.1:32423659-32424039	OU342970.1:30372516-30372745
OU342962.1:32423659-32424039	OU342971.1:2138426-2138656
OU342962.1:32423659-32424039	OU342971.1:3753372-3753752
OU342962.1:32423659-32424039	OU342971.1:25404444-25404822
OU342962.1:32423659-32424039	OU342972.1:25757120-25757499
OU342962.1:32423659-32424039	OU342972.1:28965942-28966172
OU342962.1:32423659-32424039	OU342973.1:3665430-3665809
OU342962.1:32423659-32424039	OU342973.1:26692074-26692453
OU342962.1:32423659-32424039	OU342974.1:4638587-4638966
OU342962.1:32423659-32424039	OU342975.1:16152064-16152322
OU342962.1:32423659-32424039	OU342976.1:2701962-2702342
OU342962.1:32423659-32424039	OU342976.1:22626876-22627254
OU342962.1:32423659-32424039	OU342976.1:23513842-23514221
OU342962.1:32423659-32424039	OU342976.1:25552998-25553228
OU342962.1:32423659-32424039	OU342977.1:1816918-1817297
OU342962.1:32423659-32424039	OU342977.1:4538385-4538616
OU342962.1:32423659-32424039	OU342980.1:2723140-2723518
OU342962.1:32423659-32424039	OU342980.1:7301053-7301432
OU342962.1:32423659-32424039	OU342981.1:11476526-11476904
OU342962.1:32423659-32424039	OU342981.1:12250515-12250745
OU342962.1:32423659-32424039	OU342982.1:2889538-2889768
OU342962.1:32423659-32424039	OU342982.1:21027026-21027405
OU342962.1:32423659-32424039	OU342983.1:864654-865033
OU342962.1:32423659-32424039	OU342983.1:2018320-2018603
OU342962.1:32423659-32424039	OU342983.1:14338520-14338899
OU342962.1:32423659-32424039	OU342983.1:21101739-21102117
OU342962.1:32423659-32424039	OU342984.1:5345060-5345290
OU342962.1:32423659-32424039	OU342984.1:15924472-15924702
OU342962.1:32423659-32424039	OU342985.1:18963884-18964262
OU342962.1:32423659-32424039	OU342987.1:132721-132952
OU342962.1:32423659-32424039	OU342987.1:17547526-17547904
OU342962.1:32423659-32424039	OU342988.1:3432968-3433198
OU342962.1:32423659-32424039	OU342989.1:5676627-5677005
OU342962.1:32423659-32424039	OW203988.1:4831457-4831831
OU342962.1:32423659-32424039	OU342973.1:27341053-27341429
OU342962.1:32423659-32424039	OU342976.1:683412-683792
OU342962.1:32423659-32424039	OU342968.1:26796005-26796383
OU342962.1:32423659-32424039	OW204001.1:6860173-6860524
OU342962.1:32423659-32424039	OX344855.2:13804131-13804510
OU342962.1:32423659-32424039	OW204003.1:10209398-10209719
OU342962.1:32423659-32424039	OU342970.1:5448607-5448969
OU342962.1:32423659-32424039	OU342972.1:6544493-6544872
OU342962.1:32423659-32424039	OX419603.1:6792749-6793129
OU342962.1:32423659-32424039	OU342968.1:15807981-15808360
OU342962.1:32423659-32424039	OU342969.1:3915782-3916137
OU342962.1:32423659-32424039	OU342960.1:37003175-37003518
OU342962.1:32423659-32424039	OU342960.1:48291188-48291531
OU342962.1:32423659-32424039	OU342961.1:7503276-7503619
OU342962.1:32423659-32424039	OU342961.1:11209476-11209819
OU342962.1:32423659-32424039	OU342962.1:131294-131638
OU342962.1:32423659-32424039	OU342962.1:27371643-27371986
OU342962.1:32423659-32424039	OU342963.1:28296546-28296889
OU342962.1:32423659-32424039	OU342964.1:5668544-5668888
OU342962.1:32423659-32424039	OU342965.1:5107342-5107684
OU342962.1:32423659-32424039	OU342965.1:29581853-29582196
OU342962.1:32423659-32424039	OU342966.1:29132483-29132827
OU342962.1:32423659-32424039	OU342967.1:2775989-2776333
OU342962.1:32423659-32424039	OU342967.1:4452418-4452762
OU342962.1:32423659-32424039	OU342967.1:4557881-4558224
OU342962.1:32423659-32424039	OU342968.1:2331873-2332218
OU342962.1:32423659-32424039	OU342968.1:17726899-17727242
OU342962.1:32423659-32424039	OU342969.1:20064484-20064829
OU342962.1:32423659-32424039	OU342970.1:1566583-1566926
OU342962.1:32423659-32424039	OU342972.1:13474016-13474360
OU342962.1:32423659-32424039	OU342973.1:5225004-5225348
OU342962.1:32423659-32424039	OU342974.1:3213002-3213346
OU342962.1:32423659-32424039	OU342974.1:6684631-6684974
OU342962.1:32423659-32424039	OU342974.1:27077555-27077900
OU342962.1:32423659-32424039	OU342975.1:25147274-25147618
OU342962.1:32423659-32424039	OU342975.1:25798457-25798801
OU342962.1:32423659-32424039	OU342977.1:4276682-4277027
OU342962.1:32423659-32424039	OU342977.1:24584082-24584426
OU342962.1:32423659-32424039	OU342978.1:362187-362530
OU342962.1:32423659-32424039	OU342978.1:5543915-5544252
OU342962.1:32423659-32424039	OU342978.1:6861893-6862225
OU342962.1:32423659-32424039	OU342978.1:21463261-21463605
OU342962.1:32423659-32424039	OU342978.1:24486605-24486949
OU342962.1:32423659-32424039	OU342979.1:750560-750906
OU342962.1:32423659-32424039	OU342979.1:2199993-2200337
OU342962.1:32423659-32424039	OU342979.1:24044201-24044545
OU342962.1:32423659-32424039	OU342979.1:26330926-26331269
OU342962.1:32423659-32424039	OU342980.1:20684764-20685108
OU342962.1:32423659-32424039	OU342980.1:20697650-20697993
OU342962.1:32423659-32424039	OU342982.1:451302-451645
OU342962.1:32423659-32424039	OU342982.1:21130338-21130682
OU342962.1:32423659-32424039	OU342984.1:3847487-3847830
OU342962.1:32423659-32424039	OU342985.1:1131508-1131851
OU342962.1:32423659-32424039	OU342986.1:1489149-1489492
OU342962.1:32423659-32424039	OU342986.1:1975188-1975531
OU342962.1:32423659-32424039	OU342989.1:732474-732817
OU342962.1:32423659-32424039	OU342990.1:8630070-8630413
OU342962.1:32423659-32424039	OU342960.1:21036151-21036495
OU342962.1:32423659-32424039	OU342962.1:11360197-11360540
OU342962.1:32423659-32424039	OU342962.1:14440666-14441009
OU342962.1:32423659-32424039	OU342963.1:3080271-3080615
OU342962.1:32423659-32424039	OU342964.1:30697941-30698285
OU342962.1:32423659-32424039	OU342965.1:29384521-29384865
OU342962.1:32423659-32424039	OU342966.1:2085019-2085356
OU342962.1:32423659-32424039	OU342967.1:3033213-3033556
OU342962.1:32423659-32424039	OU342967.1:4487339-4487682
OU342962.1:32423659-32424039	OU342968.1:4398825-4399170
OU342962.1:32423659-32424039	OU342969.1:3748585-3748928
OU342962.1:32423659-32424039	OU342969.1:9159256-9159600
OU342962.1:32423659-32424039	OU342970.1:2572098-2572443
OU342962.1:32423659-32424039	OU342970.1:29034770-29035114
OU342962.1:32423659-32424039	OU342971.1:2486015-2486358
OU342962.1:32423659-32424039	OU342971.1:26142586-26142929
OU342962.1:32423659-32424039	OU342971.1:26963615-26963958
OU342962.1:32423659-32424039	OU342971.1:27171163-27171506
OU342962.1:32423659-32424039	OU342972.1:2953907-2954250
OU342962.1:32423659-32424039	OU342972.1:24992066-24992410
OU342962.1:32423659-32424039	OU342974.1:1380013-1380364
OU342962.1:32423659-32424039	OU342974.1:5378162-5378505
OU342962.1:32423659-32424039	OU342974.1:13858920-13859265
OU342962.1:32423659-32424039	OU342975.1:25243431-25243775
OU342962.1:32423659-32424039	OU342976.1:3639547-3639884
OU342962.1:32423659-32424039	OU342976.1:4644506-4644849
OU342962.1:32423659-32424039	OU342976.1:6458454-6458797
OU342962.1:32423659-32424039	OU342976.1:23370803-23371146
OU342962.1:32423659-32424039	OU342977.1:16853087-16853431
OU342962.1:32423659-32424039	OU342977.1:21383995-21384339
OU342962.1:32423659-32424039	OU342979.1:8358754-8359097
OU342962.1:32423659-32424039	OU342979.1:8794462-8794806
OU342962.1:32423659-32424039	OU342980.1:1036159-1036503
OU342962.1:32423659-32424039	OU342983.1:2183573-2183918
OU342962.1:32423659-32424039	OU342986.1:15182311-15182654
OU342962.1:32423659-32424039	OU342989.1:7513428-7513772
OU342962.1:32423659-32424039	OU342990.1:4918986-4919329
OU342962.1:32423659-32424039	OU342965.1:1835298-1835642
OU342962.1:32423659-32424039	OU342964.1:2000127-2000473
OU342962.1:32423659-32424039	OU342966.1:3949176-3949521
OU342962.1:32423659-32424039	OU342967.1:29473003-29473348
OU342962.1:32423659-32424039	OU342974.1:3212588-3212931
OU342962.1:32423659-32424039	OU342975.1:26503498-26503845
OU342964.1:6290491-6291100	OU342964.1:6290491-6291100
OU342964.1:30112006-30112183	OU342964.1:30112006-30112183
OU342964.1:30112006-30112183	OU342972.1:20201320-20201496
OU342964.1:30112006-30112183	OU342975.1:5384124-5384299
OU342964.1:30112006-30112183	OZ172872.1:4214898-4215073
OU342964.1:30112006-30112183	OU342975.1:11474642-11474817
OU342964.1:30112006-30112183	OU342985.1:16232181-16232356
OU963915.1:17521982-17522611	OU963915.1:17521982-17522611
OU963916.1:8877489-8877716	OU963916.1:8877489-8877716
OU963916.1:8877489-8877716	OU963906.1:8282327-8282550
OU963916.1:8877489-8877716	RSAL01000002.1:7926123-7926344
OV170233.1:4617454-4618237	OV170233.1:4617454-4618237
OW028681.1:11829702-11829886	OW028681.1:11829702-11829886
OW052080.1:2776900-2777384	OW052080.1:2776900-2777384
OW121760.1:20538223-20538448	OW121760.1:20538223-20538448
OW152834.1:4706664-4706984	OW152834.1:4706664-4706984
OW203667.1:1649659-1649911	OW203667.1:1649659-1649911
OW203987.1:1964618-1964990	OW203987.1:1964618-1964990
OW203987.1:1964618-1964990	OU342972.1:26845454-26845631
OW203991.1:10934814-10937524	OW203991.1:10934814-10937524
